employee_id,name,age,department,country,city,hire_date,employment_type,remote,performance,monthly_salary
33,Luis Romero Ramos,29,Support,ES,Rotterdam,2022-05-01,PART_TIME,False,3.26,1945.83
34,Carmen Ramos González,49,IT,NL,Milan,2019-07-31,FULL_TIME,True,2.03,3920.31
35,Adrián Rodríguez Sánchez,23,Sales,ES,Rotterdam,2017-05-15,CONTRACT,False,2.23,1797.55
36,Luis Fernández Navarro,37,Support,ES,Sevilla,2017-09-22,FULL_TIME,True,3.73,2075.91
37,Adrián Gómez Pérez,48,Finance,PT,Amsterdam,2024-04-09,PART_TIME,False,3.22,1957.7
38,Nuria López Romero,52,Finance,FR,Sevilla,2016-06-11,FULL_TIME,True,1.69,2109.05
39,Javier Sánchez Vargas,60,Marketing,IT,Barcelona,2022-10-27,FULL_TIME,False,2.75,2245.42
40,Raúl Rodríguez Ramos,57,Operations,PT,Sevilla,2018-03-20,FULL_TIME,False,3.41,1976.07
41,Carlos Martínez Sánchez,43,IT,ES,Rome,2015-02-18,FULL_TIME,True,2.7,2413.49
42,Laura Martínez Ramos,33,Support,NL,Rotterdam,2019-06-20,PART_TIME,False,2.93,2803.83
43,Hugo Martínez Pérez,31,Data,FR,Berlin,2016-01-16,PART_TIME,True,3.4,2625.55
44,Sofía Romero Torres,65,IT,ES,Sevilla,2023-05-29,FULL_TIME,False,3.24,3768.55
45,Luis Gómez Vargas,47,IT,NL,Berlin,2023-06-18,FULL_TIME,True,2.41,3532.33
46,Alba Pérez Fernández,61,Marketing,ES,Paris,2017-05-23,CONTRACT,False,3.22,2098.22
47,Pablo Fernández Díaz,39,Operations,ES,Paris,2023-07-04,PART_TIME,False,2.97,1942.58
48,Adrián Gómez Torres,41,HR,PT,Lisboa,2022-09-22,FULL_TIME,True,4.58,2659.74
49,Irene González Fernández,57,Finance,FR,Valencia,2022-06-10,FULL_TIME,False,3.12,2537.5
50,Laura López Navarro,52,Marketing,PT,Lisboa,2015-11-14,FULL_TIME,False,3.31,2981.81
51,Laura Sánchez Fernández,28,Finance,NL,Amsterdam,2016-05-28,FULL_TIME,False,3.41,3230.49
52,Carlos González Torres,43,IT,ES,Porto,2016-09-28,PART_TIME,False,2.94,1914.44
53,Sofía Martínez Romero,29,IT,NL,Madrid,2023-12-31,FULL_TIME,False,2.62,2308.64
54,Elena López González,54,HR,ES,Lisboa,2018-08-04,FULL_TIME,True,3.57,2396.85
55,Elena Navarro Vargas,20,Data,ES,Porto,2020-10-29,FULL_TIME,False,3.57,2142.61
56,Ana Navarro Fernández,57,Operations,ES,Lyon,2020-03-02,FULL_TIME,True,4.87,2331.96
57,Diego García Gómez,62,HR,ES,Berlin,2025-12-31,FULL_TIME,False,3.79,2359.45
58,Carlos Díaz Torres,20,Data,ES,Porto,2016-12-27,PART_TIME,False,3.81,2407.11
59,Hugo Díaz Rodríguez,48,HR,IT,Valencia,2023-07-24,CONTRACT,False,3.77,2487.28
60,Irene Martínez González,22,Finance,IT,Porto,2016-03-26,FULL_TIME,False,2.65,2722.25
61,Noa Pérez Sánchez,35,IT,DE,Madrid,2025-10-04,FULL_TIME,False,2.19,2606.69
62,Hugo Romero Martínez,34,Marketing,ES,Paris,2021-03-23,FULL_TIME,False,2.4,2820.8
63,Sofía Martínez García,43,Marketing,IT,Porto,2017-11-25,PART_TIME,False,3.75,2125.61
64,Alba García Sánchez,62,Support,ES,Lisboa,2019-07-14,CONTRACT,True,4.34,1860.66
65,Pablo Martínez Rodríguez,40,Sales,DE,Berlin,2023-01-05,FULL_TIME,False,3.79,2331.88
66,Marta Rodríguez Fernández,37,HR,DE,Rome,2019-07-30,FULL_TIME,False,3.07,2437.38
67,Noa Martínez López,23,IT,ES,Sevilla,2015-09-29,CONTRACT,False,4.54,2817.51
68,Sofía Rodríguez García,60,Data,PT,Paris,2018-05-22,FULL_TIME,True,2.85,4273.51
69,Luis González Torres,33,IT,NL,Paris,2025-01-26,FULL_TIME,False,2.28,2740.95
70,Elena Ramos Ramos,40,Operations,ES,Paris,2019-01-31,FULL_TIME,False,3.4,2765.67
71,Laura Fernández Martínez,23,Marketing,DE,Porto,2020-05-25,FULL_TIME,False,4.23,2692.05
72,Carlos Vargas Torres,32,IT,NL,Sevilla,2017-01-09,FULL_TIME,True,2.52,2132.79
73,Elena Vargas Sánchez,45,HR,ES,Valencia,2015-04-19,FULL_TIME,False,1.84,2246.09
74,María Díaz Torres,61,IT,ES,Madrid,2017-12-23,FULL_TIME,True,3.23,5012.33
75,Irene Torres González,34,Operations,PT,Madrid,2024-07-20,FULL_TIME,False,3.82,2693.15
76,Elena García López,45,Data,IT,Milan,2020-12-18,FULL_TIME,False,1.0,3261.74
77,Marta López Romero,60,HR,ES,Barcelona,2019-02-24,FULL_TIME,True,3.98,3102.68
78,Lucía González Rodríguez,35,Data,PT,Milan,2020-09-29,FULL_TIME,False,2.11,1948.63
79,Carmen Gómez Navarro,32,IT,ES,Amsterdam,2023-12-09,FULL_TIME,False,3.78,2205.45
80,Irene Díaz Sánchez,21,HR,NL,Sevilla,2024-12-19,FULL_TIME,False,1.6,1526.06
81,Noa Torres Sánchez,61,Data,NL,Porto,2018-06-30,CONTRACT,False,2.02,3569.86
82,Pablo Martínez Sánchez,24,Support,FR,Lisboa,2024-02-28,FULL_TIME,True,3.69,1749.08
83,Carlos Rodríguez Romero,29,Sales,NL,Lisboa,2023-10-26,FULL_TIME,False,4.17,2338.36
84,Nuria Torres García,25,Marketing,DE,Lisboa,2015-01-29,PART_TIME,False,3.19,1975.72
85,Raúl Vargas Romero,52,Support,NL,Lisboa,2024-11-01,FULL_TIME,False,5.0,1528.46
86,Hugo Romero Romero,36,Support,ES,Munich,2017-07-12,FULL_TIME,False,2.38,2487.25
87,Luis Sánchez Navarro,52,Operations,ES,Porto,2023-06-05,FULL_TIME,False,2.37,1613.9
88,Marta Sánchez Ramos,47,IT,NL,Valencia,2024-10-06,FULL_TIME,False,2.96,2416.35
89,Laura Martínez Romero,19,IT,ES,Lisboa,2021-04-23,FULL_TIME,False,2.92,1650.4
90,Nuria Romero Pérez,33,Operations,ES,Rotterdam,2018-06-18,FULL_TIME,False,3.43,1832.27
91,Pablo Rodríguez Sánchez,19,Finance,DE,Rotterdam,2024-05-29,FULL_TIME,True,2.61,2297.75
92,Nuria Ramos Martínez,22,Sales,FR,Madrid,2020-04-03,FULL_TIME,False,3.65,2734.37
93,Nuria González Navarro,41,Sales,ES,Lyon,2023-06-14,PART_TIME,False,3.63,1672.59
94,Sofía Sánchez Martínez,31,HR,ES,Rotterdam,2022-06-05,FULL_TIME,False,4.49,1864.05
95,Adrián López Gómez,23,Finance,ES,Valencia,2018-07-13,FULL_TIME,True,2.81,1425.32
96,Javier Díaz Fernández,38,HR,ES,Barcelona,2020-12-23,FULL_TIME,True,3.47,1944.53
97,Lucía Vargas López,40,HR,ES,Sevilla,2017-03-18,FULL_TIME,False,3.68,2302.94
98,Irene Torres Rodríguez,65,IT,PT,Bilbao,2015-01-20,FULL_TIME,True,3.19,3755.8
99,Raúl Romero Sánchez,50,Support,IT,Rotterdam,2022-08-02,FULL_TIME,True,3.03,1322.4
100,María Rodríguez Pérez,37,Operations,ES,Sevilla,2017-04-09,FULL_TIME,False,1.55,2603.18
101,Nuria Rodríguez Vargas,41,IT,ES,Bilbao,2020-09-18,FULL_TIME,True,3.27,2170.31
102,Carlos Torres Sánchez,23,HR,FR,Sevilla,2016-02-08,PART_TIME,False,3.68,1465.76
103,Nuria Pérez González,37,HR,ES,Lisboa,2022-03-15,FULL_TIME,True,3.15,2249.67
104,Ana Fernández Gómez,46,Operations,ES,Rotterdam,2016-11-04,FULL_TIME,True,2.57,2821.5
105,Laura Navarro García,19,Operations,ES,Barcelona,2017-09-26,FULL_TIME,False,1.86,1967.67
106,Laura Díaz Navarro,62,Operations,FR,Porto,2016-08-15,FULL_TIME,False,3.56,2120.75
107,Laura García Romero,43,Marketing,ES,Berlin,2025-02-01,FULL_TIME,False,3.23,2381.64
108,Irene Romero Rodríguez,55,IT,ES,Barcelona,2021-11-07,FULL_TIME,False,4.31,2554.08
109,Elena Díaz Rodríguez,31,Sales,FR,Madrid,2022-04-28,FULL_TIME,False,2.04,2629.87
110,Hugo Díaz García,58,IT,IT,Rotterdam,2019-06-22,CONTRACT,True,2.82,3795.25
111,Javier Navarro Martínez,36,Finance,DE,Bilbao,2024-06-11,PART_TIME,True,2.14,3079.48
112,Laura Pérez García,62,HR,NL,Sevilla,2015-09-25,FULL_TIME,True,4.02,2626.44
113,Carmen Sánchez Ramos,43,Marketing,DE,Lisboa,2019-07-21,PART_TIME,True,4.19,3019.94
114,Elena Díaz González,48,IT,ES,Barcelona,2015-11-27,FULL_TIME,False,4.74,2252.16
115,Diego González Díaz,28,Operations,ES,Valencia,2022-09-02,PART_TIME,False,3.62,2998.65
116,Carmen González Gómez,65,Sales,ES,Madrid,2025-06-15,FULL_TIME,False,3.83,2306.36
117,Ana Navarro Rodríguez,28,HR,ES,Lyon,2023-06-07,FULL_TIME,False,3.55,1180.8
118,María Rodríguez Navarro,20,Marketing,ES,Porto,2016-09-13,FULL_TIME,True,3.66,2622.16
119,Lucía Pérez Fernández,39,IT,ES,Bilbao,2023-09-02,FULL_TIME,False,3.24,2290.36
120,María López Torres,58,HR,DE,Amsterdam,2017-10-16,FULL_TIME,False,3.7,2634.7
121,Pablo Rodríguez Romero,62,HR,DE,Bilbao,2018-11-01,FULL_TIME,True,4.91,2054.99
122,Irene Gómez Díaz,59,Marketing,ES,Madrid,2021-04-26,FULL_TIME,False,3.37,4092.46
123,Irene Navarro Torres,44,Sales,PT,Barcelona,2019-12-27,FULL_TIME,True,3.22,3571.52
124,Elena Sánchez Sánchez,62,Data,ES,Munich,2017-01-21,FULL_TIME,False,3.36,4389.64
125,Adrián González López,42,Data,PT,Paris,2020-10-30,FULL_TIME,False,3.08,2931.47
126,Carmen Rodríguez González,41,Support,PT,Sevilla,2017-03-04,FULL_TIME,False,3.4,2626.7
127,Luis González Torres,27,Sales,ES,Sevilla,2022-11-25,FULL_TIME,False,3.05,2228.93
128,Laura Torres Sánchez,56,Marketing,ES,Sevilla,2015-10-19,FULL_TIME,True,4.12,3304.17
129,Carmen López Navarro,33,IT,NL,Porto,2023-11-29,FULL_TIME,True,4.04,2353.43
130,Raúl Martínez López,28,Support,PT,Munich,2025-10-15,FULL_TIME,False,4.93,2629.7
131,Carmen Fernández Ramos,36,Finance,FR,Berlin,2023-03-19,FULL_TIME,False,3.18,2280.97
132,Carmen Sánchez Torres,47,IT,ES,Rome,2021-09-01,CONTRACT,False,3.43,2649.68
133,Luis Torres López,31,Sales,ES,Madrid,2019-11-08,FULL_TIME,False,3.4,2095.7
134,Carmen Sánchez Pérez,35,Support,ES,Lyon,2020-10-29,FULL_TIME,False,3.36,2160.36
135,Laura Díaz Romero,34,Support,NL,Rome,2020-08-19,FULL_TIME,False,4.1,1887.58
136,Marta González Rodríguez,47,Finance,ES,Sevilla,2024-10-10,FULL_TIME,False,1.9,3029.89
137,Raúl González García,52,Finance,ES,Lyon,2016-05-27,FULL_TIME,False,3.57,2547.32
138,Ana Vargas López,50,Marketing,NL,Madrid,2021-07-16,FULL_TIME,True,4.8,2991.23
139,Marta García Gómez,25,Support,PT,Amsterdam,2021-01-18,CONTRACT,True,4.29,2538.34
140,Pablo Sánchez González,35,Support,ES,Rome,2017-11-23,FULL_TIME,False,4.2,2109.28
141,Alba López Martínez,49,HR,FR,Berlin,2019-07-18,FULL_TIME,False,3.87,3569.18
142,Lucía García Torres,29,Operations,PT,Lyon,2020-03-12,FULL_TIME,False,2.72,2715.86
143,Javier Pérez Fernández,22,Support,NL,Munich,2015-05-20,FULL_TIME,True,2.6,2722.91
144,Pablo Ramos García,34,IT,ES,Porto,2020-04-02,FULL_TIME,False,2.61,2566.54
145,Alba Fernández Sánchez,50,HR,IT,Rotterdam,2016-11-16,FULL_TIME,False,2.29,1568.72
146,Adrián Navarro García,50,IT,ES,Sevilla,2019-05-19,CONTRACT,False,3.96,2480.88
147,Ana Gómez García,25,HR,IT,Milan,2018-01-22,FULL_TIME,True,4.37,1755.01
148,Lucía Vargas González,50,Support,IT,Rome,2023-04-17,FULL_TIME,True,3.55,1841.59
149,Nuria Fernández Fernández,28,Sales,IT,Milan,2025-07-25,PART_TIME,True,3.84,1298.88
150,Luis Torres Navarro,53,Operations,IT,Barcelona,2016-03-16,CONTRACT,True,3.43,3183.95
151,Adrián García Fernández,45,IT,DE,Porto,2017-10-28,CONTRACT,False,3.66,1697.46
152,Javier Torres Pérez,24,Support,ES,Berlin,2016-10-01,FULL_TIME,True,1.51,2277.28
153,Noa Díaz Vargas,35,Support,ES,Berlin,2020-04-26,PART_TIME,False,3.45,3046.5
154,Javier Martínez Díaz,57,Finance,ES,Munich,2019-02-04,FULL_TIME,False,2.86,2446.85
155,Pablo García Díaz,39,Marketing,PT,Berlin,2020-01-03,PART_TIME,True,3.17,2560.07
156,Irene Díaz Martínez,51,IT,ES,Sevilla,2015-10-13,FULL_TIME,False,3.38,2691.93
157,María Fernández Torres,54,Support,DE,Milan,2024-07-31,FULL_TIME,False,2.63,2799.5
158,Carmen Díaz Fernández,20,Marketing,DE,Paris,2025-11-11,FULL_TIME,False,2.34,1509.39
159,Diego Romero Fernández,62,IT,NL,Rotterdam,2025-01-10,FULL_TIME,True,2.6,3075.73
160,Laura López Navarro,34,Data,ES,Paris,2020-06-15,FULL_TIME,False,2.04,3359.85
161,Alba Rodríguez Fernández,56,IT,IT,Lyon,2022-05-03,CONTRACT,False,2.28,3012.28
162,Irene Rodríguez González,40,Operations,DE,Lyon,2015-07-21,PART_TIME,False,2.39,1550.31
163,Pablo Rodríguez González,46,IT,NL,Amsterdam,2021-09-20,PART_TIME,False,2.05,3598.88
164,Pablo Fernández García,35,Marketing,IT,Amsterdam,2021-09-08,FULL_TIME,False,3.62,1656.36
165,Pablo Rodríguez Fernández,59,IT,ES,Lyon,2023-01-31,FULL_TIME,False,2.48,3157.02
166,Nuria Díaz Gómez,24,IT,ES,Lyon,2023-08-05,FULL_TIME,False,1.71,2698.57
167,Marta López Díaz,61,Finance,NL,Madrid,2015-01-01,FULL_TIME,False,2.88,3091.32
168,Carlos Romero Fernández,28,Data,DE,Barcelona,2019-06-27,FULL_TIME,True,2.31,3987.47
169,Marta Navarro Ramos,60,Sales,IT,Rome,2020-05-04,FULL_TIME,True,4.37,3314.81
170,Ana Romero Fernández,20,Operations,IT,Lisboa,2020-04-14,FULL_TIME,True,3.31,1940.64
171,María Gómez Vargas,19,Finance,DE,Porto,2021-01-15,FULL_TIME,True,2.02,2486.91
172,Luis López Navarro,23,Support,DE,Berlin,2022-09-16,FULL_TIME,True,3.65,1968.01
173,Laura Torres Pérez,44,Sales,NL,Sevilla,2021-06-17,FULL_TIME,False,3.27,2593.14
174,Hugo Rodríguez Pérez,31,Operations,NL,Bilbao,2017-07-28,FULL_TIME,True,3.01,2338.75
175,Irene Sánchez Fernández,47,Data,ES,Madrid,2022-04-22,FULL_TIME,False,4.46,2704.62
176,Elena Sánchez Rodríguez,57,Sales,ES,Rome,2021-07-29,FULL_TIME,False,2.42,2937.11
177,Hugo Romero Navarro,20,HR,ES,Paris,2017-03-14,PART_TIME,True,4.03,1722.73
178,Carlos Gómez Martínez,43,Support,ES,Valencia,2021-12-10,FULL_TIME,False,2.87,1307.55
179,Noa Romero García,53,Sales,IT,Lyon,2020-09-25,FULL_TIME,True,3.19,3403.29
180,Diego Torres Vargas,38,HR,IT,Valencia,2023-11-08,FULL_TIME,False,2.6,1963.66
181,Noa Martínez Vargas,62,Sales,ES,Rome,2019-04-24,FULL_TIME,False,2.65,2989.26
182,Carlos Torres García,50,Support,ES,Sevilla,2024-10-20,FULL_TIME,True,2.85,1937.11
183,Elena González García,20,Data,PT,Bilbao,2020-11-25,PART_TIME,False,1.68,2037.1
184,Irene Torres Fernández,44,Operations,IT,Amsterdam,2025-05-08,PART_TIME,True,3.48,1906.05
185,Elena González García,37,Operations,FR,Rome,2016-02-13,FULL_TIME,True,3.29,2801.64
186,Pablo Navarro Díaz,25,HR,ES,Munich,2016-05-22,FULL_TIME,True,2.0,2529.96
187,Carlos Martínez Fernández,63,IT,ES,Berlin,2017-05-26,FULL_TIME,True,3.73,3202.98
188,Sofía Ramos Díaz,29,IT,FR,Paris,2023-12-24,CONTRACT,True,4.37,2212.36
189,Lucía Fernández González,22,IT,PT,Valencia,2020-07-29,CONTRACT,False,2.67,1502.97
190,Marta Sánchez Ramos,29,IT,IT,Bilbao,2022-06-06,CONTRACT,True,2.57,2925.94
191,Irene Torres Vargas,57,Operations,NL,Rotterdam,2015-03-20,FULL_TIME,False,4.09,2292.56
192,Raúl García Martínez,47,IT,ES,Amsterdam,2019-01-29,PART_TIME,True,3.52,2177.35
193,Raúl Rodríguez Sánchez,57,IT,ES,Munich,2018-11-20,FULL_TIME,True,3.09,3083.54
194,Sofía Fernández García,40,HR,ES,Amsterdam,2025-02-24,FULL_TIME,False,3.85,2105.61
195,Alba López García,24,Sales,ES,Milan,2016-02-25,FULL_TIME,False,3.42,1483.75
196,Luis Martínez Gómez,37,IT,ES,Lisboa,2024-06-17,FULL_TIME,False,4.34,1873.78
197,Marta Díaz García,28,IT,ES,Munich,2019-01-19,FULL_TIME,False,3.19,2658.51
198,María Rodríguez Díaz,45,Sales,ES,Rome,2023-07-09,FULL_TIME,False,3.54,2223.68
199,Marta González Martínez,31,Finance,IT,Valencia,2018-03-15,FULL_TIME,False,4.08,2700.49
200,Alba González González,64,Marketing,ES,Amsterdam,2015-08-19,FULL_TIME,True,1.24,2892.83
201,Sofía Ramos Gómez,36,Support,IT,Paris,2022-06-22,FULL_TIME,False,4.11,2560.08
202,Noa Ramos Gómez,33,Marketing,ES,Bilbao,2016-12-12,FULL_TIME,True,2.8,1855.29
203,Elena Rodríguez Romero,65,Operations,ES,Paris,2016-08-17,FULL_TIME,True,3.6,2963.15
204,Irene González González,43,Data,ES,Bilbao,2025-02-06,FULL_TIME,True,4.53,3294.37
205,Elena García Gómez,27,Finance,ES,Bilbao,2017-06-29,FULL_TIME,False,2.96,2040.75
206,Javier Ramos Navarro,41,Operations,ES,Lyon,2025-10-21,PART_TIME,False,2.84,2978.51
207,Laura Vargas López,30,HR,IT,Rotterdam,2018-10-31,FULL_TIME,True,3.16,1350.18
208,Alba Romero Navarro,52,Sales,NL,Porto,2018-01-19,PART_TIME,True,2.04,2231.69
209,Javier López Vargas,45,Sales,ES,Sevilla,2019-12-31,CONTRACT,False,4.96,1642.68
210,Laura Díaz Sánchez,53,IT,ES,Rome,2018-01-19,CONTRACT,False,3.17,2513.19
211,Javier García Torres,63,Support,ES,Bilbao,2025-03-15,FULL_TIME,False,4.52,2438.15
212,Hugo Vargas Ramos,53,IT,DE,Lyon,2021-09-18,FULL_TIME,False,2.93,3515.31
213,Laura Gómez Rodríguez,35,Marketing,ES,Sevilla,2023-03-05,FULL_TIME,False,3.23,2216.89
214,Pablo López Ramos,28,Support,ES,Sevilla,2015-11-03,CONTRACT,False,3.96,1712.63
215,Hugo Vargas García,43,Finance,NL,Sevilla,2017-08-18,FULL_TIME,False,2.32,1781.06
216,Javier Díaz Fernández,40,IT,NL,Lisboa,2021-07-19,FULL_TIME,False,3.12,2013.49
217,Luis Sánchez García,33,HR,DE,Rotterdam,2020-05-09,FULL_TIME,False,3.93,2293.34
218,Luis González Martínez,57,HR,ES,Munich,2025-08-28,PART_TIME,False,3.03,3035.93
219,Pablo García Ramos,61,Data,ES,Munich,2022-12-14,FULL_TIME,False,2.81,2981.71
220,Noa Ramos Díaz,36,Marketing,ES,Madrid,2018-04-08,FULL_TIME,False,4.09,2910.51
221,María López Díaz,51,Marketing,DE,Madrid,2019-12-29,FULL_TIME,False,4.32,2051.2
222,Elena López Fernández,65,Finance,IT,Lisboa,2023-03-04,PART_TIME,True,4.45,2832.51
223,Hugo Vargas Pérez,19,Marketing,ES,Amsterdam,2019-07-05,CONTRACT,False,2.66,1879.04
224,Lucía Rodríguez Martínez,36,Marketing,NL,Madrid,2020-10-10,FULL_TIME,True,2.74,3068.18
225,Hugo Martínez Pérez,53,IT,PT,Rome,2023-10-17,FULL_TIME,True,2.82,3069.14
226,Marta Vargas Rodríguez,42,Sales,IT,Milan,2018-02-28,FULL_TIME,False,3.77,1556.07
227,Nuria Gómez Rodríguez,56,IT,ES,Bilbao,2016-02-05,FULL_TIME,False,2.24,3664.94
228,Carmen Díaz Ramos,41,Finance,ES,Barcelona,2019-07-16,FULL_TIME,False,2.29,3666.85
229,Diego García Gómez,22,Support,ES,Valencia,2017-05-31,FULL_TIME,False,2.63,1767.39
230,Carlos Sánchez Sánchez,39,Operations,DE,Barcelona,2021-01-23,FULL_TIME,True,2.45,1909.37
231,Elena Pérez Fernández,38,Finance,ES,Milan,2024-05-20,PART_TIME,True,3.91,3045.44
232,Adrián Díaz Romero,58,Data,ES,Rome,2023-05-19,FULL_TIME,True,3.85,4565.4
233,Ana González Pérez,25,IT,IT,Munich,2023-01-09,FULL_TIME,False,2.81,2859.18
234,Laura González Martínez,26,IT,DE,Barcelona,2020-12-12,FULL_TIME,True,3.04,1590.98
235,Elena Romero Vargas,25,Data,FR,Rotterdam,2024-10-08,FULL_TIME,True,1.17,2927.53
236,Hugo Vargas Fernández,45,Data,DE,Munich,2025-03-06,FULL_TIME,False,2.83,3194.65
237,Irene Navarro Pérez,65,Marketing,FR,Milan,2023-05-04,FULL_TIME,True,4.2,2245.04
238,Pablo López Navarro,48,Sales,FR,Lisboa,2016-04-14,FULL_TIME,False,2.79,3372.47
239,Marta Ramos Sánchez,57,Data,ES,Valencia,2018-04-10,FULL_TIME,False,2.33,3491.83
240,Raúl López García,59,Support,ES,Milan,2025-07-15,FULL_TIME,False,4.3,3150.4
241,María Díaz Rodríguez,47,Marketing,ES,Madrid,2015-10-20,FULL_TIME,True,2.31,1935.12
242,Carmen González García,47,Sales,ES,Valencia,2021-01-21,FULL_TIME,True,4.44,2848.4
243,Luis Torres Pérez,30,Finance,PT,Valencia,2022-01-11,FULL_TIME,True,5.0,1951.79
244,Raúl López Martínez,64,Support,PT,Barcelona,2019-04-24,FULL_TIME,True,3.11,2672.32
245,Raúl Navarro Fernández,56,Support,ES,Lyon,2022-09-28,FULL_TIME,True,4.2,3172.83
246,Luis López Vargas,59,Operations,IT,Sevilla,2015-11-02,FULL_TIME,True,1.86,1886.21
247,Laura Romero González,65,Finance,DE,Rotterdam,2017-05-30,FULL_TIME,False,1.83,2184.37
248,Pablo Sánchez Martínez,35,Marketing,FR,Amsterdam,2018-04-05,FULL_TIME,True,2.56,2762.72
249,Laura García Ramos,25,Finance,NL,Valencia,2016-11-17,FULL_TIME,False,3.86,2311.38
250,Ana González García,59,HR,ES,Milan,2019-10-26,FULL_TIME,True,3.2,3236.55
251,Carlos Vargas Rodríguez,41,IT,ES,Madrid,2020-02-26,FULL_TIME,False,3.05,2267.46
252,Elena González López,64,IT,ES,Bilbao,2025-04-23,FULL_TIME,False,2.17,3240.6
253,Carlos López Pérez,51,Support,PT,Berlin,2020-05-04,FULL_TIME,True,3.1,2673.76
254,Marta Gómez Rodríguez,31,IT,ES,Sevilla,2023-04-28,FULL_TIME,False,2.69,2654.58
255,Irene Rodríguez Ramos,35,IT,IT,Barcelona,2015-12-21,FULL_TIME,False,2.46,1616.24
256,María Fernández García,47,Data,ES,Valencia,2015-08-26,FULL_TIME,False,2.39,4785.64
257,Irene Díaz Ramos,37,Marketing,PT,Berlin,2019-05-06,CONTRACT,False,3.35,2434.42
258,María Vargas Gómez,32,IT,PT,Sevilla,2018-08-10,FULL_TIME,False,2.62,1824.91
259,Carlos Vargas García,28,Sales,ES,Sevilla,2025-02-27,CONTRACT,False,3.19,2426.08
260,Carmen Ramos Fernández,49,Support,DE,Sevilla,2020-05-28,FULL_TIME,False,1.78,2509.59
261,Laura Fernández Fernández,20,HR,DE,Amsterdam,2020-05-12,FULL_TIME,False,3.6,2343.48
262,Carlos Sánchez López,23,Finance,DE,Amsterdam,2024-05-08,FULL_TIME,False,3.39,2732.69
263,Javier Rodríguez López,20,Finance,FR,Milan,2024-07-09,FULL_TIME,False,3.01,2119.99
